Description,Location,Price,Bedrooms,Bathrooms,Floor_area,Land_area,Latitude,Longitude,Cluster,region
"Cityland Pioneer Heights 1, 3-Bedroom Unit (54.11 sqm) for Sale in Mandaluyong","Highway Hills, Mandaluyong",5565680,3,2,54.0,0.0,14.578255,121.052143,0,National Capital Region
"4-Bedroom House and Lot for Sale at Lancaster New City in Imus, Cavite -ALEXANDRA Mod...","Alapan II-A, Imus",7410000,4,0,100.0,120.0,14.4084872,120.9062254,0,Calabarzon
"2-Bedroom Unit (90.15 sqm) for Sale in La Vida Tower A, Pasay City","F.B Harisson, Pasay",15355200,2,2,90.0,0.0,14.55323,120.990226,0,National Capital Region
"2-Bedroom Unit (100 sqm) for Sale in The Signature, Balintawak Quezon City","Pag-Ibig Sa Nayon, Quezon City",11800000,2,2,100.0,0.0,14.646511,120.996952,0,National Capital Region
"Niran Two Storey SD for Sale in Sentosa, Calamba Laguna","Punta, Calamba",6396780,4,0,115.0,176.0,14.176345,121.122173,0,Calabarzon
Cityland Pines Peak Tower II - Studio Unit for Sale in Mandaluyong,"Barangka Ilaya, Mandaluyong",2378396,1,1,19.0,0.0,14.571338,121.04641,0,National Capital Region
"3-Bedroom Unit (120.15 sqm) for Sale in La Vida Tower B, Pasay City","F.B Harisson, Pasay",15657600,3,2,120.0,0.0,14.55323,120.990226,0,National Capital Region
"1-Bedroom Unit (40B) - Residences at The Galleon (Pre-selling) in Ortigas CBD, Pasig","San Antonio, Pasig",28624000,1,1,69.0,0.0,14.588377,121.059897,0,National Capital Region
"Pre-selling Studio Unit (22 sqm) in Aurora Escalades, Cubao Quezon City","Cubao, Quezon City",4100000,1,1,22.0,0.0,14.61777,121.0572,0,National Capital Region
"3-Bedroom Bi-Level (58A) for Sale in Empress at Capitol Commons, Pasig City","Oranbo, Pasig",89146000,3,3,241.0,0.0,14.575822,121.064324,3,National Capital Region
"2-Bedroom Unit (N65D) for Sale in Maven at Capitol Commons, Pasig City","Ortigas CBD, Pasig",22595200,2,2,87.0,0.0,14.583771,121.059675,0,National Capital Region
"TALIA 2-Storey Single Attached (Regular) for Sale in Idesia Lipa, Batangas","Inosloban, Lipa",4600000,2,0,52.0,80.0,13.9775271,121.1701226,0,Calabarzon
2BR with Balcony (72 sqm) in Moldex Residences Silang Cavite near Dasmarinas,"Biluso, Silang",8600000,2,1,72.0,0.0,14.247941,120.952854,0,Calabarzon
"Duplex House and Lot Back to Back for Sale in Ajoya Capas, Tarlac - with Special Offe...","Talaga, Capas",3000000,0,0,75.0,90.0,15.38115,120.590541,0,Central Luzon
"RFO 1-Bedroom Condo Unit for Sale in Asia Enclaves, Cupang, Muntinlupa City | 215-G","Cupang, Muntinlupa",3756900,1,1,40.0,0.0,14.434669,121.040194,0,National Capital Region
"3-Bedroom House for Sale at Camella Provence in Malolos City, Bulacan | Cara, NRFO/RF...","Longos, Malolos",5607000,3,0,66.0,88.0,14.8743986,120.7973062,0,Central Luzon
"1BR Condo Unit for Sale at Camella Manors Bacolod in Mandalagan, Bacolod City | Pre-s...","Mandalagan, Bacolod",4786000,1,1,30.0,0.0,10.6877926,122.9747478,0,Western Visayas
"3BR Single Attached House and Lot for Sale at PTC Suncrest in Imus, Cavite","Carsadang Bago I, Imus",5234791,3,0,75.0,80.0,14.4234269,120.9289746,0,Calabarzon
"Tagaytay Leisure Suites - 1 Bedroom Condo Unit for Sale in Tagaytay City, Cavite","Maitim 2nd West, Tagaytay",6900000,1,1,68.0,0.0,14.119975,120.95476,0,Calabarzon
"2-Bedroom Unit for Sale in Suntrust Amadea - Tower 1, Quezon City","Paligsahan, Quezon City",4842720,2,1,36.0,0.0,14.646511,120.996952,0,National Capital Region
"2BR Townhouse House and Lot (Stanza Model) for Sale in Gran Avila, Calamba, Laguna","Majada Labas, Calamba",1840805,2,0,43.0,47.0,14.196755,121.104962,0,Calabarzon
"Condominium with 3 bedroom for Sale in Suntrust Asmara, New Manila, Quezon City","New Manila, Quezon City",7700000,3,2,56.0,0.0,14.621176,121.022808,0,National Capital Region
"2BR 2-Storey Single-Attached House for Sale in Ara Vista Village, General Trias Cavit...","Biclatan, General Trias",4851616,2,0,111.0,100.0,14.2814,120.918211,0,Calabarzon
"5BR Single Attached House and Lot for Sale in The Villages at Lipa, Sierra Village, B...","Bugtong Na Pulo, Lipa",7900000,5,0,150.0,150.0,14.0042716,121.1705877,0,Calabarzon
"For Sale: Studio (27 sqm) Condo near Mall of Asia - Grand View Tower, Pasay","Libertad, Pasay",4900000,1,1,27.0,0.0,14.547436,120.998485,0,National Capital Region
"Pre-Selling 2-Bedroom  (75 sqm) in Galleria Residences 3, Cebu City","North Reclamation Area, Cebu",13366838,2,0,75.0,0.0,10.3084189,123.9157609,0,Central Visayas
"3-Bedroom House and Lot for Sale in The Arcadia | Boundary of Angeles and Porac, Pamp...","Manibaug Paralaya, Porac",2624075,3,0,62.0,50.0,15.119767,120.560714,0,Central Luzon
"FUJI 3BR 2-Storey Single Detached for Sale in Idesia Heights, Dasmarinas Cavite","San Agustin I, Dasmarinas",5870000,3,0,82.0,120.0,14.304975,120.944111,0,Calabarzon
"2-Storey 4BR House and Lot (Amanda Model) for Sale in Governor's Hills, General Trias...","Biclatan, General Trias",7841100,4,0,167.0,154.0,14.2814,120.918211,0,Calabarzon
"3BR Quadruplex Townhouse (TH-64) for Sale in Avila Heights, Santo Tomas, Batangas","San Antonio, Santo Tomas",2984737,3,0,64.0,51.0,14.12405,121.17277,0,Calabarzon
"Condo Dormitory (Unit 106-05) for Sale in UniPlace @ SWU Village, Cebu City","Sambag II, Cebu",2810000,1,1,24.0,0.0,10.3058395,123.8908567,0,Central Visayas
"2-Bedroom Condo Unit (24C) for Sale in One Sierra, EDSA, Mandaluyong City, Metro Mani...","Highway Hills, Mandaluyong",16688358,2,2,84.0,0.0,14.578255,121.052143,0,National Capital Region
"3-Bedroom Townhouse for Sale at Lancaster New City in General Trias, Cavite -THEA Mod...","Pasong Camachile I, General Trias",2395000,3,0,60.0,50.0,14.37318,120.896613,0,Calabarzon
"2-Storey 3BR House and Lot (Ysabella Premium) for Sale in Governor's Hills, General T...","Biclatan, General Trias",5039190,3,0,109.0,120.0,14.2814,120.918211,0,Calabarzon
"House and Lot with 4 bedroom for Sale in Verona, Lumil, Silang- Orabella","Lumil, Silang",8913000,4,0,147.0,176.0,14.183344,121.012375,0,Calabarzon
"Studio Condo Unit (7I) for Sale in One Sierra, EDSA, Mandaluyong City, Metro Manila","Highway Hills, Mandaluyong",6966526,1,1,32.0,0.0,14.578255,121.052143,0,National Capital Region
"2-Bedroom Unit (54G) for Sale in Empress at Capitol Commons, Pasig City","Oranbo, Pasig",39304000,2,2,110.0,0.0,14.575822,121.064324,0,National Capital Region
"Studio Unit (34.65 sqm) for Sale in La Vida Tower B, Pasay City","F.B Harisson, Pasay",4468800,1,1,34.0,0.0,14.55323,120.990226,0,National Capital Region
Cityland Pioneer Heights 1 - Studio Deluxe (25.73 sqm) for Sale in Mandaluyong,"Highway Hills, Mandaluyong",2392852,1,1,25.0,0.0,14.578255,121.052143,0,National Capital Region
"Cityland Pioneer Heights 1, 3-Bedroom Unit for Sale in Mandaluyong City","Highway Hills, Mandaluyong",5565680,3,2,54.0,0.0,14.578255,121.052143,0,National Capital Region
1BR Condo for Sale in Valenzuela - Moldex Residences Valenzuela Caramoan Bldg,"Paso de Blas, Valenzuela",2440000,1,1,25.0,0.0,14.7049986,120.98518,0,National Capital Region
"GAIA 2-Storey Single Detached (Regular) for Sale in Idesia Lipa, Batangas","Inosloban, Lipa",5600000,3,0,63.0,100.0,13.9775271,121.1701226,0,Calabarzon
For Sale: 1-Bedroom Condo in Valenzuela - Moldex Residences Valenzuela Bali Bldg,"Paso de Blas, Valenzuela",2180000,1,1,22.0,0.0,14.7049986,120.98518,0,National Capital Region
"RFO 2-Bedroom Unit 1925 for Sale in Grand Riviera Suites, Roxas Boulevard Manila","Roxas Boulevard, Manila",18180400,2,2,64.0,0.0,14.551476,120.9895887,0,National Capital Region
"Pre-Selling 1-Bedroom Unit (32 sqm) in Sierra Valley Gardens 2, Cainta, Rizal","San Juan, Cainta",5400000,1,1,32.0,0.0,14.583362,121.130727,0,Calabarzon
"1-Bedroom Unit (S14D1) for Sale in Maven at Capitol Commons, Pasig City","Ortigas CBD, Pasig",10752000,1,1,46.0,0.0,14.583771,121.059675,0,National Capital Region
"3-Bedroom Unit for Sale in 88 Gibraltar Tower 2, Gibraltar, Baguio","Gibraltar, Baguio",11312000,3,2,59.0,0.0,16.419598,120.626852,0,Cordillera Administrative Region
"2-Bedroom Unit (42O) for Sale in Empress at Capitol Commons, Pasig City","Oranbo, Pasig",35077000,2,2,106.0,0.0,14.575822,121.064324,0,National Capital Region
"1BR Unit for Sale at Woodsville Crest, Merville Paranaque | 5% Launch Promo","Merville, Paranaque",7000000,1,1,35.0,0.0,14.499387,121.025633,0,National Capital Region
"Pre-Selling 1-Bedroom  Executive (44.00 sqm) in Galleria Residences 3, Cebu","North Reclamation Area, Cebu",7170250,1,0,44.0,0.0,10.3084189,123.9157609,0,Central Visayas
"2-Bedroom Unit (S61G) for Sale in Maven at Capitol Commons, Pasig City","Ortigas CBD, Pasig",17799600,2,2,74.0,0.0,14.583771,121.059675,0,National Capital Region
"3-Bedroom Unit (S07D) for Sale in Maven at Capitol Commons, Pasig City","Ortigas CBD, Pasig",22111600,3,2,98.0,0.0,14.583771,121.059675,0,National Capital Region
For Sale 3-Storey 4BR House and Lot in The Villas at Dasmarinas Highlands,"San Agustin I, Dasmarinas",8473000,4,0,155.0,66.0,14.304975,120.944111,0,Calabarzon
"3-Bedroom Unit (N03C) for Sale in Maven at Capitol Commons, Pasig City","Ortigas CBD, Pasig",23914800,3,2,108.0,0.0,14.583771,121.059675,0,National Capital Region
Studio Unit for Sale in Davao - Arezzo Place Davao,"Sasa, Davao",3010000,1,1,32.0,0.0,7.128006,125.648968,0,Davao
"Suntrust Shanata, 3-Bedroom (Unit M) for Sale in Novaliches, Quezon City","Novaliches, Quezon City",7802700,3,2,54.0,0.0,14.68155,121.0198,0,National Capital Region
"Studio Condo Unit (18I) for Sale in One Sierra, EDSA, Mandaluyong City, Metro Manila","Highway Hills, Mandaluyong",7035469,1,1,32.0,0.0,14.578255,121.052143,0,National Capital Region
"3-Bedroom Unit (N46 E1-E2) for Sale in Maven at Capitol Commons, Pasig City","Ortigas CBD, Pasig",26202400,3,2,110.0,0.0,14.583771,121.059675,0,National Capital Region
"2-Bedroom Unit (N62B) for Sale in Maven at Capitol Commons, Pasig City","Ortigas CBD, Pasig",17912600,2,2,74.0,0.0,14.583771,121.059675,0,National Capital Region
"Studio Condo Unit (28F) for Sale in One Sierra, EDSA, Mandaluyong City, Metro Manila","Highway Hills, Mandaluyong",8091264,1,1,33.0,0.0,14.578255,121.052143,0,National Capital Region
2-Bedroom Unit (62 sqm) for Sale in Grand View Tower Pasay,"Libertad, Pasay",14500000,2,2,62.0,0.0,14.547436,120.998485,0,National Capital Region
"3-Bedroom Unit (S08D) for Sale in Maven at Capitol Commons, Pasig City","Ortigas CBD, Pasig",22720700,3,2,98.0,0.0,14.583771,121.059675,0,National Capital Region
"Condominium with 2 bedroom for Sale in Suntrust Asmara, New Manila, Quezon City","New Manila, Quezon City",7136000,2,1,39.0,0.0,14.621176,121.022808,0,National Capital Region
"For Sale 2-Bedroom Unit at Woodsville Crest, Merville Paranaque | 5% Launch Promo!","Merville, Paranaque",11600000,2,1,58.0,0.0,14.499387,121.025633,0,National Capital Region
"House and Lot with 3 bedroom for Sale in Verona, Lumil, Silang-Luciana","Lumil, Silang",9434000,3,0,174.0,176.0,14.183344,121.012375,0,Calabarzon
Pre-Selling 1BR Executive (49.50 sqm) at The Sapphire Bloc East in Ortigas CBD,"Ortigas CBD, Pasig",10500000,1,1,49.0,0.0,14.587518,121.062753,0,National Capital Region
"2-Bedroom Unit (S60G) for Sale in Maven at Capitol Commons, Pasig City","Ortigas CBD, Pasig",17743600,2,2,74.0,0.0,14.583771,121.059675,0,National Capital Region
GAIA 2-Storey Single Detached (Irregular) for Sale in Idesia Dasmarinas Phase 1,"San Agustin I, Dasmarinas",5600000,3,0,63.0,103.0,14.304975,120.944111,0,Calabarzon
"3BR Unit for Sale in Suntrust Amadea Tower 1, Quezon City","Paligsahan, Quezon City",6709716,3,2,46.0,0.0,14.631613,121.023475,0,National Capital Region
"2-Bedroom Unit (38L) - Residences at The Galleon (Pre-selling) in Ortigas CBD, Pasig","San Antonio, Pasig",47546000,2,2,109.0,0.0,14.588377,121.059897,0,National Capital Region
"2 bedroom Condominium for Sale in Suntrust Capitol Plaza, Diliman, Quezon City","Diliman, Quezon City",12200000,2,2,68.0,0.0,14.644874,121.050593,0,National Capital Region
"2-Bedroom Unit (S51G) for Sale in Maven at Capitol Commons, Pasig City","Ortigas CBD, Pasig",17641900,2,2,74.0,0.0,14.583771,121.059675,0,National Capital Region
"Pre-selling 3BR 3-Storey Townhouse for Sale in Likha Residences, Cupang, Muntinlupa |...","Cupang, Muntinlupa",28844000,3,0,250.0,92.0,14.434669,121.040194,3,National Capital Region
"Condominium with 3 bedroom for Sale in Suntrust Solana, Ermita, Manila","Ermita, Manila",7500000,3,2,52.0,0.0,14.590526,120.985482,0,National Capital Region
"1-Bedroom Unit for Sale in One Lakeshore Drive, San Antonio, Davao - Tower 4","San Antonio, Davao",7320000,1,2,50.0,0.0,7.095857,125.630475,0,Davao
"4-Bedroom House and Lot (Caterina Model) for Sale in Suntrust Verona, Silang, Cavite","Lumil, Silang",8466000,4,0,136.0,176.0,14.183344,121.012375,0,Calabarzon
"1-Bedroom Unit for Sale in Cerise Tower, Southwoods, Binan, Laguna | 41.9sqm","San Francisco, Binan",8500000,1,1,41.0,0.0,14.3336384,121.0555577,0,Calabarzon
"Pre-selling 3BR 4-Storey Townhouse for Sale in Likha Residences, Cupang, Muntinlupa |...","Cupang, Muntinlupa",39675000,3,0,323.0,90.0,14.434669,121.040194,3,National Capital Region
"Studio Unit for Sale in Suntrust Amadea Tower 2, Quezon City","Paligsahan, Quezon City",3040080,1,1,24.0,0.0,14.631613,121.023475,0,National Capital Region
"4-Bedroom House and Lot (Orabella Model) for Sale in Suntrust Verona, Silang, Cavite","Lumil, Silang",8913000,4,0,147.0,176.0,14.183344,121.012375,0,Calabarzon
"1-Bedroom Unit (37.9 sqm) for Sale in City Clou, Cebu City","Zapatera, Cebu",5029302,1,1,37.0,0.0,10.305725,123.904993,0,Central Visayas
"1-Bedroom Unit (S36D1) for Sale in Maven at Capitol Commons, Pasig City","Ortigas CBD, Pasig",11054400,1,1,47.0,0.0,14.583771,121.059675,0,National Capital Region
"Cityland One Premier, 2-Bedroom Unit (58.29 sqm) for Sale in Las Pinas City","Almanza Uno, Las Pinas",5526622,2,1,58.0,0.0,14.4324914,121.0140532,0,National Capital Region
"ARIA Townhouse (Inner) for Sale in Idesia Lipa, Batangas","Inosloban, Lipa",2800000,2,0,42.0,60.0,13.9775271,121.1701226,0,Calabarzon
"2-Bedroom Unit for Sale in Cerise Tower, Southwoods City, Binan, Laguna | 80sqm","San Francisco, Binan",20000000,2,1,80.0,0.0,14.3336384,121.0555577,0,Calabarzon
"1-Bedroom Condo Unit (6J) for Sale in One Sierra, EDSA, Mandaluyong City, Metro Manil...","Highway Hills, Mandaluyong",12508872,1,1,57.0,0.0,14.578255,121.052143,0,National Capital Region
TALIA 2-Storey Single Attached (Regular) for Sale in Idesia Dasmarinas Phase 2,"San Agustin I, Dasmarinas",4000000,2,0,52.0,80.0,14.304975,120.944111,0,Calabarzon
"Studio Unit (41L) for Sale in Empress at Capitol Commons, Pasig City","Oranbo, Pasig",12262000,1,1,40.0,0.0,14.575822,121.064324,0,National Capital Region
North Orchard Residences - Single Attached-Complete House and Lot for Sale in Sta. Ma...,"Caysio, Santa Maria",4297800,3,0,112.0,80.0,14.843912,120.968376,0,Central Luzon
"3BR House and Lot (Fiorenza Standard) for Sale in Suntrust Verona, Silang, Cavite","Lumil, Silang",5941000,3,0,112.0,120.0,14.183344,121.012375,0,Calabarzon
GAIA 2-Storey Single Detached (Irregular) for Sale in Idesia Dasmarinas Phase 2,"San Agustin I, Dasmarinas",5800000,3,0,63.0,143.0,14.304975,120.944111,0,Calabarzon
4-Bedroom Single Attached House and Lot for Sale in Ajoya Pampanga (Mexico) - with Sp...,"Eden, Mexico",4400000,4,0,91.0,110.0,15.125835,120.680386,0,Central Luzon
"2-Bedroom Condo Unit (12C) for Sale in One Sierra, EDSA, Mandaluyong City, Metro Mani...","Highway Hills, Mandaluyong",16545507,2,2,84.0,0.0,14.578255,121.052143,0,National Capital Region
"Studio Unit for Sale in Suntrust Amadea - Tower 1, Quezon City","Paligsahan, Quezon City",2963760,1,1,24.0,0.0,14.646511,120.996952,0,National Capital Region
3-Bedroom Affordable House and Lot with Open Plan convertible to Dorm Type for Sale i...,"Bagakay, Ozamiz",2250000,3,0,70.0,100.0,8.14369,123.813471,0,Northern Mindanao
"Pre-selling 3BR 4-Storey Townhouse for Sale in Likha Residences, Cupang, Muntinlupa |...","Cupang, Muntinlupa",40322000,3,0,323.0,90.0,14.434669,121.040194,3,National Capital Region
"Suntrust Solana - 3-Bedroom Unit for Sale in Ermita, Manila","Ermita, Manila",7500000,3,2,52.0,0.0,14.590526,120.985482,0,National Capital Region
"Duplex House and Lot Side by Side Parkside for Sale in Ajoya Capas, Tarlac - with Spe...","Talaga, Capas",3600000,0,0,66.0,79.0,15.38115,120.590541,0,Central Luzon
"Studio Unit for Sale at Woodsville Crest, Merville, Paranaque | 5% Launch Promo!","Merville, Paranaque",4740000,1,1,23.0,0.0,14.499387,121.025633,0,National Capital Region
"Cityland Pioneer Heights 1, 1-Bedroom Deluxe (50.97 sqm) for Sale in Mandaluyong","Highway Hills, Mandaluyong",5254367,1,2,50.0,0.0,14.578255,121.052143,0,National Capital Region
"RFO 2-Bedroom Condo Unit for Sale in Asia Enclaves, Cupang, Muntinlupa City | 317-C","Cupang, Muntinlupa",5071500,2,1,54.0,0.0,14.434669,121.040194,0,National Capital Region
"1-Bedroom Unit (824) for Sale in Maple at Verdant Towers, Ortigas, Pasig City","Ugong, Pasig",15737000,1,0,58.0,0.0,14.588882,121.079016,0,National Capital Region
"2-Bedroom Unit (35O) for Sale in Empress at Capitol Commons, Pasig City","Oranbo, Pasig",34575000,2,2,106.0,0.0,14.575822,121.064324,0,National Capital Region
ARIA Townhouse (Inner) for Sale in Idesia Dasmarinas Phase 2,"San Agustin I, Dasmarinas",2800000,2,0,42.0,60.0,14.304975,120.944111,0,Calabarzon
"1-Bedroom Unit (1505) for Sale in Maple at Verdant Towers, Ortigas, Pasig City","Ugong, Pasig",15635000,1,1,56.0,0.0,14.588882,121.079016,0,National Capital Region
"Condominium with 3 bedroom for Sale in Suntrust Shanata, Novaliches, Quezon City","Novaliches, Quezon City",7802700,3,2,54.0,0.0,14.68155,121.0198,0,National Capital Region
"For Sale: 2-Bedroom Unit in Suntrust Capitol Plaza, Diliman, Quezon City","Diliman, Quezon City",12200000,2,2,68.0,0.0,14.644874,121.050593,0,National Capital Region
"Condo Dormitory (Unit 102-20) for Sale in UniPlace @ SWU Village, Cebu City","Sambag II, Cebu",2810000,1,1,24.0,0.0,10.3058395,123.8908567,0,Central Visayas
"1-Bedroom Unit (51K) - Residences at The Galleon (Pre-selling) in Ortigas CBD, Pasig","San Antonio, Pasig",28593000,1,1,69.0,0.0,14.588377,121.059897,0,National Capital Region
"Pre-selling 3BR 4-Storey Townhouse for Sale in Likha Residences, Cupang, Muntinlupa |...","Cupang, Muntinlupa",39027000,3,0,323.0,105.0,14.434669,121.040194,3,National Capital Region
"2-Bedroom House for Sale at Camella Monticello in San Jose del Monte, Bulacan | Ezabe...","Sapang Palay, San Jose del Monte",3109000,2,0,42.0,63.0,14.8450503,121.0612785,0,Central Luzon
"2-Bedroom House for Sale at Camella Monticello in San Jose del Monte, Bulacan | Crise...","Sapang Palay, San Jose del Monte",2973000,2,0,40.0,63.0,14.8450503,121.0612785,0,Central Luzon
"Studio Unit for Sale in Suntrust Amadea Tower 1, Quezon City, 3.17M","Paligsahan, Quezon City",3167280,1,1,24.0,0.0,14.631613,121.023475,0,National Capital Region
"2-Storey 4BR House and Lot (Niran Model) for Sale in Suntrust Sentosa, Calamba, Lagun...","Punta, Calamba",6396780,4,0,115.0,176.0,14.176345,121.122173,0,Calabarzon
"3 bedroom House and Lot for Sale in San Francisco Heights, Calamba-Sabrina","Palo-Alto, Calamba",4442000,3,0,60.0,110.0,14.188482,121.109967,0,Calabarzon
"For Sale Studio Unit in Suntrust Ascentia at Santa Ana, Manila","Santa Ana, Manila",5028452,1,1,29.0,0.0,14.5822048,121.0135541,0,National Capital Region
4-Bedroom Single Detached House and Lot for Sale in The Arcadia | Boundary of Angeles...,"Manibaug Paralaya, Porac",6574890,4,0,124.0,143.0,15.119767,120.560714,0,Central Luzon
