Description,Location,Price,Bedrooms,Bathrooms,Floor_area,Land_area,Latitude,Longitude,Cluster,region
"For Sale: 4-Bedroom House and Lot with Gazebo in Corinthian Gardens, Quezon City","Ugong Norte, Quezon City",360000000,4,4,750.0,600.0,14.5977372,121.0704752,1,National Capital Region
House For Sale in Loyola Grand Villas Quezon City,"Matandang Balara, Quezon City",190000000,5,7,1200.0,900.0,14.6716797,121.0745345,2,National Capital Region
Idesia Lipa 01/24 Update | 2 Bedrooms Single Attached House and Lot For Sale,"Inosloban, Lipa",5026399,2,1,52.25,80.0,13.97582845,121.1692147,0,Calabarzon
zero dp house for sale in greenwoods executive village pasig,"Pinagbuhatan, Pasig",7500000,4,4,180.0,60.0,14.5574086,121.0909665,3,National Capital Region
5 Bedrooms Single Detached Complete House Sale Victoria Alabang Manila,"Tunasan, Muntinlupa",16884800,5,4,195.0,240.0,14.3801129,121.0514828,3,National Capital Region
"For Sale 4BR House & Lot at Calatagan, Batangas 10 mins away Matabungkay Beach","Talisay, Calatagan",12000000,4,3,300.0,2500.0,13.9073401,120.6275545,3,Calabarzon
La Vista Corner House for Sale in Quezon City,"Pansol, Quezon City",308000000,10,10,1000.0,2055.0,14.6527982,121.0815235,2,National Capital Region
Elegant & Overlooking Diana House with 3 Bedrooms in Chateau de Paz Subdivision,"Totolan, Dauis",8800000,3,3,99.75,153.0,9.6352488,123.8487402,0,Central Visayas
"4 Bedroom House with Landscaped Garden for Sale for 7.5M, Angeles City",Angeles,6800021,4,3,100.0,128.0,15.1389351,120.5875321,0,Central Luzon
Brand New Beautiful House For Sale In Banawa Cebu City,"Banawa, Cebu",11000000,4,3,90.0,120.0,10.3124117,123.876716,0,Central Visayas
For Sale Modern Design Three (3) Storey Duplex House and Lot in Las Piñas City,"Pilar, Las Pinas",8200000,4,3,153.7,58.7,14.4252635,121.0058656,0,National Capital Region
Brand New House 3 BED ROOMS in Antipolo City,"Cupang, Antipolo",9970700,3,3,167.0,120.0,14.6360063,121.1240475,0,National Capital Region
"L-R-1-1136- Acquired Property  for Sale in Lot 168-B-5-B, Purok 7, Brgy. San Miguel / Poblacion, Majayjay, Laguna","San Miguel, Majayjay",2254920,0,0,160.66,109.0,14.1443829,121.4709505,0,Calabarzon
"For Sale: Pre Owned Modern House in Pampanga near SM Telabastagan, San Fernando","Baliti, San Fernando",12000000,3,3,200.0,180.0,15.105583,120.6242556,3,Central Luzon
"4 Bedroom, 3 Bathrooms House and Lot For Sale in Guadalupe, Cebu City","Guadalupe, Cebu",17000000,4,3,380.0,242.0,9.7340326,123.3656366,3,Central Visayas
"Big 4BR Mactan House 593 only 300 meters from the sea, for sale 19.5M","Maribago, Lapu-Lapu",19500000,4,4,300.0,554.0,10.2850724,123.9929719,3,Central Visayas
Pre Owned 2 BR Townhouse For Sale in Paranaque City,Paranaque,3000000,2,1,104.0,52.0,14.5008116,120.9915327,0,National Capital Region
4 Bedroom Single Attached Unit for sale at Sterling Residences One (Sicily),"Governor's Dr Sabang, Naic",6488074,4,2,132.34,100.0,14.3048174,120.8054933,0,Calabarzon
Brand New Modern House with Full Basement on a Corner Lot For Sale,"alabang, muntinlupa Ayala Alabang, Muntinlupa",420000000,5,5,1172.0,762.0,14.4236141,121.0298739,2,National Capital Region
"For Sale Brand New Modern Design Two (2) Storey Duplex House and Lot, Las Piñas","Manuyo Dos, Las Pinas",16500000,5,5,260.0,121.0,14.4710957,120.9917098,3,National Capital Region
4 Bedrooms Modern Contemporary House and Lot For Sale in Antipolo near puregold,"San Roque, Antipolo",12500000,4,3,180.0,120.0,14.5234775,121.1554992,3,Calabarzon
For Sale Corner Bungalow House and Lot in BF Almanza Las Piñas,"Almanza Dos, Las Pinas",17500000,4,4,200.0,263.0,14.4234362,121.0223422,3,National Capital Region
For Sale Townhouse in Wellford Homes Malolos with Pagibig Financing.,"Longos, Malolos",2074000,2,1,64.8,63.0,14.87426,120.7915336,0,Central Luzon
"4BR Gorgeous Modern Asian Home For Sale in Antipolo City, Rizal","Dela Paz, Antipolo",14000000,4,3,240.0,173.0,14.5886674,121.1739784,3,Calabarzon
3 Bedroom House and Lot at Celestis 2 in Antipolo Rizal (Inner),"San Luis, Antipolo",5017800,3,2,61.0,70.0,14.6043281,121.1981422,0,Calabarzon
Designer Dimensione Modern Industrial House and Lot For Sale in Ayala Alabang.,"Ayala Alabang, Muntinlupa",440000000,7,7,1232.0,816.0,14.4226096,121.0269407,2,National Capital Region
2 HOUSE & LOT /2 House property 9 BR 4 T&B 3 Car Garage,"Ortigas Avenue, Pasig",16000000,9,4,190.0,240.0,14.5889935,121.0678685,3,National Capital Region
"L-R-1-1174: Acquired Property  for Sale in Lot 24, Block 17, corner of Gomez and Ramirez Sts., San Antonio Heights, Phase 3, Brgy. San Antonio, Santo Tomas, Batangas","San Antonio, Santo Tomas",5085600,0,0,192.0,156.0,15.8615884,120.564115,3,Ilocos
"L-R-1-118- Acquired Property for Sale in No. 457 (Lot 2500-H), Albayda Compound, Purok 4/Brgy. Pinagbayanan, Pila, Laguna (Interior) - Retail","Pinagbayanan, Pila",3890500,0,0,284.96,339.0,14.2500451,121.359381,3,Calabarzon
"Smart Home with Elevator for Sale in Ayala Alabang Village, Muntinlupa City","Ayala Alabang, Muntinlupa",460000000,7,7,900.0,1500.0,14.4226096,121.0269407,2,National Capital Region
3 Bedroom beach house Property for Sale in Sea Front Residences,San Juan,13554567,3,3,100.0,200.0,13.7440111,121.4281827,0,Calabarzon
"Discover this charming 2-storey house and lot in El Rio, Davao City","Buhangin, Davao",3800000,2,2,93.0,60.0,7.1469686,125.5940509,0,Davao
For Sale Huge Two Story House with Swimming Pool For Leasehold in Mabalacat,"Clark, Mabalacat",57000000,5,5,338.0,1187.0,15.1920323,120.579523,3,Central Luzon
"Townhouse For Sale! Foreclosed Property! in BF Resort Village, Las Piñas City","Talon Dos, Las Pinas",5250000,0,0,93.0,52.0,14.4330886,120.9847045,0,Calabarzon
"Rush Sale! House and Lot Property in San Lorenzo Village, Makati City","9 Rocha, Makati, 1223 Kalakhang Maynila San Lorenzo, Makati",179000000,3,3,448.0,0.0,14.548714,121.0168558,1,National Capital Region
Antipolo House For Sale inside Golf Village,"Inarawan, Antipolo",18000000,4,3,265.0,475.0,14.6246563,121.1803519,3,Calabarzon
"113 sqm 3BR Townhouse with 2 Parking Slots for Sale in Kapitolyo, Pasig City","Kapitolyo, Pasig",25800000,3,3,212.0,113.0,14.5711649,121.0594975,3,National Capital Region
"3-Bedroom Townhouse for Sale at Lancaster New City in General Trias, Cavite","Tapia, General Trias",2133600,3,1,40.0,50.0,14.3630407,120.8803493,0,Calabarzon
Magallanes Village Makati | House and Lot For Sale,"Magallanes Village, Makati Magallanes, Makati",118000000,3,3,300.0,350.0,14.5393362,121.0162958,3,National Capital Region
Spacious and Airy House and Lot For Sale in San Juan City,"Onse, San Juan",39500000,4,3,500.0,287.0,14.6017402,121.0314553,1,National Capital Region
2 Car Garage New Heaven Villas Townhouse for Sale near Landers,"Kaligayahan, Quezon City",10280000,5,3,220.0,77.0,14.7383609,121.0508834,3,National Capital Region
"Elegant Two Storey House with Pool For Sale at Angeles City, Pampanga.",Angeles,22000000,3,3,200.0,250.0,15.1389351,120.5875321,3,Central Luzon
"Sanville Subdivision, Quezon City | Four Bedroom House and Lot For Sale - #6305","Culiat, Quezon City",35000000,4,3,350.0,496.0,14.6679617,121.0565912,3,National Capital Region
House and Lot for sale in BF Northwest BF Homes Paranaque,"B.F. Homes, Paranaque",33000000,5,4,288.0,300.0,14.4462789,121.0274109,3,National Capital Region
Katarungan Village Muntinlupa Affordable 3-BR Townhouse For Sale,"Poblacion, Muntinlupa",3950000,3,2,65.0,50.0,14.3891448,121.0449804,0,National Capital Region
BF Tahanan Village | Five Bedroom House and Lot for Sale at Parañaque - #6092,"B.F. Homes, Paranaque",45000000,5,5,375.0,280.0,14.4462789,121.0274109,3,National Capital Region
"2 Bedroom House for Sale in San Pedro, Laguna - Southview Homes","San Vicente, San Pedro",4900000,2,1,61.0,70.0,14.3562015,121.0481011,0,Calabarzon
"Nice House for Sale in BF Homes, Paranaque City","B.F. Homes, Paranaque",26000000,4,4,350.0,289.0,14.4462789,121.0274109,3,National Capital Region
"910sqm 6BR Stunning Bnrad New House in Ayala Heights, Quezon City For Sale","Ayala Heights, Quezon City",188000000,6,6,910.0,510.0,14.66246055,121.0881386,1,National Capital Region
"Relaxing & Exquisite House and Lot at BF Homes, Paranaque City","B.F. Homes, Paranaque",32500000,4,4,268.0,287.0,14.4462789,121.0274109,3,National Capital Region
2-Storey Single Firewall For Sale in Camella Cerritos General Santos City,"Lagao, General Santos City",8000000,5,3,142.0,121.0,6.1280792,125.1903784,0,Soccsksargen
182sqm 3BR 3 Storey Townhouse for sale near Teachers Village Diliman Quezon City,"Diliman, Quezon City",12230000,3,3,182.93,62.8,14.6361294,121.0335841,3,National Capital Region
"Modern Zen House and Lot for sale in B.F. Homes, Parañaque","B.F. Homes (Paranaque) B.F. Homes, Paranaque",18500000,3,3,300.0,204.0,14.4475119,121.0294569,3,National Capital Region
"Brand New Modern 4 Bedrooms Home for Sale in BF Homes, Parañaque City","B.F. Homes, Paranaque",28900000,4,4,270.0,204.0,14.4462789,121.0274109,3,National Capital Region
"Elegant Duplex House and Lot for Sale in San Mateo, Rizal near Quezon City","Ampid I, San Mateo",9798000,4,3,155.0,104.0,14.6809969,121.1192939,0,National Capital Region
"2 Storey House and Lot for Sale in Filinvest 2, Batasan Hills, Quezon City","Bagong Silangan, Quezon City",20000000,5,5,300.0,240.0,14.6978613,121.1104093,3,National Capital Region
Exclusive Living: Ayala Alabang Village House for Sale in Muntinlupa,"Ayala Alabang, Muntinlupa",110000000,4,5,400.0,300.0,14.4226096,121.0269407,3,National Capital Region
House & Lot with pool at Royale Tagaytay Estates,"Buck Estate, Alfonso",25000000,4,3,450.0,392.0,14.0835001,120.8542787,3,Calabarzon
"Luxurious House with Swimming Pool For Sale in San Fernando, Pampanga","Telabastagan, San Fernando",45000000,5,6,432.0,1565.0,15.1142829,120.6088717,3,Central Luzon
"Beautiful And Brandnew House For Sale in Matandang Balara, Quezon City","Matandang Balara, Quezon City",105000000,5,5,650.0,330.0,14.6716797,121.0745345,1,National Capital Region
"Brand New Modern Designed House for Sale in Tahanan Village, Parañaque City","B.F. Homes, Paranaque",36000000,5,6,325.0,280.0,14.4462789,121.0274109,3,National Capital Region
St. Joseph Richfield Phase 2 | 08/23 Update | 2 Bedrooms Townhouse House and Lot,"Tagapo, Santa Rosa",2090585,2,1,42.0,50.0,14.3136408,121.1001034,0,Calabarzon
"2 Storey Residential Unit For Sale in Bangkas Heights, Davao City","Bangkas Heights, Davao",17000000,2,2,250.0,338.0,7.0579362,125.4907409,3,Davao
"For Sale: Brand New 4-Bedroom House & Lot in Mabalacat, Pampanga","Atlu-Bola, Mabalacat",10700000,4,2,150.0,120.0,15.2317258,120.5717505,0,Central Luzon
South Point Villas 01/24 Update | 3 Bedroom Townhouse House For Sale in Alaminos,"Barangay II, Alaminos",1144549,3,1,46.6,40.0,14.0733361,121.256544,0,Calabarzon
"3 Bedroom House for Sale in San Pedro, Laguna - Southview Homes","San Vicente, San Pedro",5500000,3,2,76.0,70.0,14.3562015,121.0481011,0,Calabarzon
"5 Bedrooms House and Lot For Sale in Aniban I, Bacoor, Cavite","Aniban I, Bacoor",16000000,5,6,411.0,360.0,14.4597848,120.9627456,3,Calabarzon
"For Sale Single Detached House for As Low As 37,432 Monthly, Marilao, Bulacan","Loma de Gato, Marilao",7521360,3,2,90.0,112.0,14.7912768,121.0083083,0,Central Luzon
"Newly Renovated Townhouse for sale at Circulo Verde, Quezon City","Bagumbayan, Quezon City",25000000,3,4,198.0,0.0,14.6063578,121.0818908,3,National Capital Region
Luxury Brand New 6BR House and Lot for Sale in Ayala Alabang Village,"Ayala Alabang Muntinlupa Metro Manila Ayala Alabang, Muntinlupa",540000000,6,7,1442.0,987.0,14.428209,121.0266751,2,National Capital Region
"900sqm 7BR Bright & Airy Brand new House for sale in Whiteplains, Quezon City","White Plains, Quezon City",208000000,7,6,900.0,464.0,14.6032747,121.0713026,1,National Capital Region
3 Bedroom Single Detached House For Sale Along Gov. Drive Trece Martires Cavite,"Cabuco, Trece Martires",5739667,3,2,75.0,120.0,14.2792049,120.8446323,0,Calabarzon
FOR SALE: House & Lot in Moonwalk PH 1 Paranaque*,"Moonwalk, Paranaque",21400000,5,3,300.0,400.0,14.4918575,121.0146712,3,National Capital Region
For Sale 4-Bedroom Contemporary Spanish Style Home w/ Big lot area in Talisay.,"Cansojong, Talisay",36000000,5,4,309.0,2080.0,10.2495232,123.8548827,3,Central Visayas
"For Sale Residential House and Lot in SSS Village, Marikina City","Concepcion Dos, Marikina",8500000,2,1,63.0,288.0,14.6405888,121.1208184,0,National Capital Region
3 Bedroom House and Lot at Celestis 2 in Antipolo Rizal (Corner),"San Luis, Antipolo",6448937,3,2,76.0,90.0,14.6043281,121.1981422,0,Calabarzon
"For Sale : 6-Bedroom House in Monteverde Royale, Taytay, Rizal","San Juan, Taytay",45000000,6,7,700.0,561.0,14.5585639,121.1360313,1,Calabarzon
"3 Bedroom Townhouse for sale in Sierra Manor Residences at San Isidro, Rizal","Don Mariano Ave San Isidro, Angono",5177819,3,2,73.1,41.0,14.5389092,121.1601117,0,Calabarzon
Single Attached House and Lot in Lipa Batangas,"San Lucas, Lipa",4169183,2,1,54.0,113.0,14.017376,121.1836485,0,Calabarzon
"460sqm 5BR Bnew Modern House for sale in Santa Ana, Taytay, Rizal","Santa Ana, Taytay",42500000,5,5,460.0,300.0,14.5654235,121.1267997,3,Calabarzon
2 Storey House and Lot for Sale in Filinvest 2 Batasan Hills  Quezon City,"1 Bagong Silangan, Quezon City",17500000,5,3,300.0,240.0,14.6978613,121.1104093,3,National Capital Region
Brand New House and Lot For Sale Capitol Homes Quezon City with Pool,"Matandang Balara, Quezon City",92000000,5,5,421.0,400.0,14.6716797,121.0745345,3,National Capital Region
Francis Court Townhouse  | Five Bedroom Townhouse for Sale at San Juan - #5842,"Pasadena, San Juan",57000000,5,4,385.0,0.0,14.6087274,121.0332511,3,National Capital Region
"Duplex House For Sale in Dumaguete, Negros Oriental - PHP 10M",Dumaguete,10000000,6,4,318.0,210.0,9.3054777,123.3080446,3,Central Visayas
For Sale Modern Asian House in Summerhills subd Antipolo city,"Dela Paz, Antipolo",14000000,4,3,240.0,173.0,14.5886674,121.1739784,3,Calabarzon
"Fully Furnished Modern Designed Two Storey House for Sale in Tahanan Village, Pa","Tahanan Village B.F. Homes, Paranaque",30000000,4,4,300.0,280.0,14.4506613,121.0300501,3,National Capital Region
3-BR Brand New House for Sale at Eastville Filinvest Cainta East,"San Isidro, Cainta",19500000,3,3,188.0,172.0,14.6092561,121.1106377,3,National Capital Region
6 Bedroom Modern Corner lot Haven with swimming pool located in Pasig city.,"Rosario, Pasig",29000000,6,6,450.0,191.0,14.5904898,121.0882718,3,National Capital Region
"330 sqm House in San Miguel Village, Makati City","San Miguel Village, Makati",125000000,4,3,300.0,330.0,14.56726465,121.0255189,3,National Capital Region
Dagupan City 3BR Customized & Modern Design House and Lot Package,"Bonuan Boquig, Dagupan",5040000,3,2,80.0,190.0,16.0774984,120.3580251,0,Ilocos
For Sale House and Lot Ayala Alabang Village  Muntinlupa City,"Ayala Alabang, Muntinlupa",125000000,4,5,400.0,300.0,14.4226096,121.0269407,3,National Capital Region
"House and Lot for Sale in BF Homes Quezon City, Metro Manila","Holy Spirit, Quezon City",45000000,5,5,350.0,464.0,14.6838626,121.0761031,3,National Capital Region
South Bay Parañaque 6BR Fully-furnished Elegant House for Sale,"B.F. Homes, Paranaque",49000000,5,5,450.0,510.0,14.4462789,121.0274109,3,National Capital Region
"For Sale Brand New Townhouse in Filinvest 2, Quezon City","Batasan Hills, Quezon City",15000000,5,4,303.0,90.0,14.6862585,121.099335,3,National Capital Region
"3 Bedroom House and Lot For Sale in Quezon City, West Avenue","West Triangle, Quezon City",25000000,3,3,270.0,101.0,14.6432727,121.0308148,3,National Capital Region
"Well Maintained Two Storey House for Sale in Ayala Alabang Village, Muntinlupa C","Ayala Alabang Village Ayala Alabang, Muntinlupa",120000000,4,5,400.0,720.0,14.4226096,121.0269407,3,National Capital Region
BF Bayanihan Village  | Five Bedroom House and Lot For Sale at Parañaque - #6091,"B.F. Homes, Paranaque",37500000,5,5,375.0,280.0,14.4462789,121.0274109,3,National Capital Region
Exquisite Modern Designer House in Urdaneta Village Makati City for Sale,"Urdaneta, Makati",800000000,5,5,700.0,1156.0,14.556078,121.0296234,2,National Capital Region
"For Sale: House & Lot in Vista Valley Executive Village, Marikina City","Santo Nino, Marikina",18000000,3,3,260.0,144.0,14.6403852,121.0966298,3,National Capital Region
"3 Bedroom House and Lot for Sale in Jaro Ilo-ilo, Casa Mira Iloilo","Jaro, Iloilo",3816956,3,2,53.24,72.0,10.7467342,122.5767201,0,Western Visayas
4 Bedroom House and Lot For Sale with Roof Deck in Cabuyao Laguna,"Casile, Cabuyao",17500000,4,3,250.0,214.0,14.2015402,121.0370618,3,Calabarzon
"Welcome to your future home in Robinsons Highlands, Buhangin, Davao City","Buhangin, Davao",18500000,4,4,190.0,184.0,7.1469686,125.5940509,3,Davao
3 Storey Townhouse for Sale in Tandang Sora near Mindanao Avenue Quezon City,"1 Tandang Sora, Quezon City",8000000,3,2,110.0,45.0,14.6868317,121.035975,0,National Capital Region
"3 bedroom Townhouse For Sale in Lancaster New City, Gentri","Tapia, General Trias",2245920,3,1,40.0,50.0,14.3630407,120.8803493,0,Calabarzon
"Brand New House in exclusive Subdivision, South Pacific Golf and Leisure Estate","Bago Oshiro, Davao",16000000,5,4,210.0,208.0,7.0774367,125.4963894,3,Davao
4 BR Modern Elegant Home for Sale in Novaliches Quezon City near SM Fairview,"Novaliches, Quezon City",45000000,5,5,400.0,300.0,14.7209396,121.038922,3,National Capital Region
2-Storey House And Lot For Sale At Royal Villas West Amadeo Cavite,"Salaban, Amadeo",12000000,6,5,110.0,240.0,14.1296621,120.9332054,0,Calabarzon
"M-R-3-36- Acquired Property for Sale in Unit 301 Makati South Hills Condominium, East Service Road, Brgy. San Martin de Porres, Parañaque City (w/ Parking slot) - Retail","San Martin de Porres, Paranaque",4770850,0,0,136.31,0.0,14.4984874,121.0432063,0,National Capital Region
"Beautiful, Fully Renovated House for Sale in Ayala Alabang Village, Muntinlupa","Ayala Alabang, Muntinlupa",130000000,4,4,500.0,550.0,14.4226096,121.0269407,1,National Capital Region
"For Sale 3-BR Bungalow House at Moonville Subd., Bgy. Sun Valley Parañaque City","Sun Valley, Paranaque",38000000,3,3,417.0,472.0,14.4888415,121.0325173,3,National Capital Region
House and Lot For Sale Ayala Alabang Muntinlupa Modern Mansion Smart Home Ready,"Ayala Alabang, Muntinlupa",420000000,7,7,1233.0,816.0,14.4226096,121.0269407,2,National Capital Region
"House and Lot For Sale at Pahara Southwoods City, Carmona, Cavite","Cabilang Baybay, Carmona",23609000,3,2,243.0,240.0,14.3175013,121.0512123,3,Calabarzon
"For Sale Brand New Townhouse in Kamuning, Quezon City","K-3rd Street Kamuning, Quezon City",16500000,4,4,240.0,60.0,14.6292389,121.0458642,3,National Capital Region
"For Sale: 315 sqm Pre-Owned Residential House & Lot in West Crame, San Juan City","West Crame, San Juan",28000000,8,4,420.0,315.0,14.6063099,121.0502649,3,National Capital Region
"Modern House and Lot in Vista Real Classica, Quezon City For Sale","Batasan Hills, Quezon City",72000000,4,4,504.0,300.0,14.6862585,121.099335,1,National Capital Region
"New Duplex Townhouse For Sale in San Antonio, Parañaque City","San Antonio, Paranaque",9500000,4,4,250.0,117.0,14.4689826,121.0211224,3,National Capital Region
"Brand New Modern House in a Corner Lot For Sale in Ayala Alabang, Muntinlupa","Ayala Alabang, Muntinlupa",420000000,5,5,1172.0,762.0,14.4226096,121.0269407,2,National Capital Region
"2  Bedroom Home with Additions, Strong Water, Near Amenities in SN Mateo Rizal","Santo Nino, San Mateo",2000000,2,2,80.0,120.0,14.6367374,121.0942983,0,National Capital Region
5 Bedroom House and Lot for Sale at Portofino Heights in Las Piñas City,"Almanza Dos, Las Pinas",70000000,5,5,490.0,0.0,14.4234362,121.0223422,1,National Capital Region
"Single Attached House in San Isidro,Antipolo City near Wilcon","San Isidro, Antipolo",8000000,4,3,166.0,108.0,14.5898029,121.1819903,0,Calabarzon
"L-R-1-376- Acquired Property for Sale in Lots 11 and 12, Block 5, Ilang-Ilang Street, Villa Adelina Subdivision, Phase 3, Brgy. Sta. Clara/Bulilan Sur, Pila, Laguna - Retail","Santa Clara Sur, Pila",3997800,0,0,160.0,341.0,14.2274672,121.3654733,0,Calabarzon
Greenwoods Executive Village House and Lot for Sale! Pasig City,"San Miguel, Pasig",29000000,5,4,334.0,235.0,14.5658684,121.0855568,3,National Capital Region
Brand New Two Storey Modern Contemporary House for sale in San Fernando,San Fernando,16800000,4,3,240.0,180.0,15.0587568,120.631483,3,Central Luzon
"3BR Brand New House and Lot for Sale in Havila Township, Antipolo City","Dalig, Antipolo",11160100,3,3,90.0,150.0,14.5730447,121.1864717,0,Calabarzon
For Sale: House and Lot in Sucat Muntinlupa (Pre-owned) w/ 2 Car Garage,"Sucat, Muntinlupa",24000000,4,0,250.0,300.0,14.4569804,121.0531587,3,National Capital Region
For Sale 360 sqm 5BR Astounding Brand New House in BF Homes Parañaque,"B.F. Homes, Paranaque",34800000,5,5,360.0,280.0,14.4462789,121.0274109,3,National Capital Region
Elegant House with Pool and Sunset Overview For Sale in Davao City Davao del Sur,Davao,70000000,6,6,780.0,1500.0,7.0648306,125.6080623,1,Davao
"V-R-2-123:  Acquired Property House and Lot for Sale in Lot 2, Block 4, Cornel Place St., Bayswater Homes Subdivision, Brgy. Agus / Marigondon, Lapu-Lapu City, Cebu","Agus, Lapu-Lapu",6592000,0,0,160.0,160.0,10.2807554,123.9843016,0,Central Visayas
"L-TH-1-165- Acquired Property for Sale in Lot 5, PCS-04-026829, Bologna St., Cosmopolitan Homes, Brgy. Bocohan, Lucena City","Bocohan, Lucena",1376000,0,0,43.0,65.0,13.957689,121.5908841,0,Calabarzon
"L-TH-1-48- Acquired Property for Sale in Lot 2, Block 25, Rue Dorothee Street, Saint Monique Valais, Phase4, Brgy. Kalawaan, Binangonan, Rizal - Retail","Kalawaan, Binangonan",1726000,1,0,80.0,66.0,14.4852627,121.1871126,0,Calabarzon
"4 Bedrooms Brand New Townhouse Unit for Sale in Pasay City, Metro Manila","Pasay Rotonda, Pasay",13500000,4,4,216.0,72.0,14.5380434,121.0006244,3,National Capital Region
"L-R-1-1083 Acquired Property for Sale in Lot 2-A-7 (PSD-04-127564), corner of Sabang Road & Lot 2-A-5, Brgy. Concepcion, San Pablo City, Laguna","Concepcion, San Pablo",3615000,0,0,154.0,261.0,14.0793615,121.3389042,0,Calabarzon
Modern Asian 3-Storey House with Pool in Greenwoods Executive Village Pasig City,"San Miguel, Pasig",25500000,7,6,350.0,150.0,14.5658684,121.0855568,3,National Capital Region
3 Storey Spacious Single Detached House with Attic in Las Piñas,"Almanza Dos, Las Pinas",35868400,4,4,278.0,240.0,14.4234362,121.0223422,3,National Capital Region
For Sale Brand New Bungalow House with 4 Bedrooms and Bath in Las Piñas City,"Pilar, Las Pinas",16500000,4,4,195.0,280.0,14.4252635,121.0058656,3,National Capital Region
"L-R-1-1039-Acquired Property for Sale in Lots 17 and 19, Block 2, Road Lot 2 corner Road Lot 3, Dona Crisanta Subdivision, Brgy. San Roque, Rosario, Batangas","San Roque, Rosario",5250000,0,0,250.0,250.0,13.855072,121.2032243,3,Calabarzon
Brand New Modern Design Townhouse with 1car garage in Las Pinas,"Pamplona Dos, Las Pinas",6300000,3,2,100.0,79.0,14.4496026,120.9750874,0,Calabarzon
For Sale Pre Owned Well Maintained House and Lot BF Homes Parañaque City,"B.F. Homes Paranaque Metro Manila B.F. Homes, Paranaque",18000000,3,4,220.0,288.0,14.4475119,121.0294569,3,National Capital Region
"Fully Furnished Bungalow House For Sale in BF Homes, Parañaque City","B.F. Homes, Paranaque",23000000,4,3,200.0,221.0,14.4462789,121.0274109,3,National Capital Region
Townhouse for sale at Sunrise Alexa Subdivision Hills (Daisy Model),"Dely St Muntingdilaw, Antipolo",5002500,2,2,81.0,60.0,14.5984702,121.1282932,0,Calabarzon
"L-R-1-591- Acquired Property for Sale in Lot 1292-B-1-C-2, Pablico St., Anonuevo Subdivision, Brgy. Pinagsanjan, Pagsanjan, Laguna - Retail","Pinagsanjan, Pagsanjan",3522000,0,0,160.0,156.0,14.2682389,121.4581993,0,Calabarzon
"Amanda 2 Storey House & Lot for Sale in Governor's Hills, General Trias, Cavite","Biclatan, General Trias",8455880,4,2,167.0,154.0,14.2780301,120.915855,0,Calabarzon
"Modern Industrial House with Spacious Attic For sale in Merville Park, Paranaque","Merville, Paranaque",60000000,4,5,627.0,306.0,14.501909,121.0266683,1,National Capital Region
3-BR Bungalow House For Sale w/ Rentable 4 Apartment Units & a 2-Bedroom House,"San Isidro, Paranaque",18000000,3,3,300.0,450.0,14.4711274,121.0076663,3,National Capital Region
4 BR Modern Chic House & Lot for Sale in Upper Antipolo near Robinsons Antipolo,"Inarawan, Antipolo",15000000,4,3,170.0,127.0,14.6246563,121.1803519,0,Calabarzon
"For Sale: House and Lot in Camella Cabid-An, Sorsogon along Maharlika Highway","Cabid-An, Sorsogon Cabid-An, Sorsogon",6142000,3,2,66.0,88.0,12.9742481,124.0398913,0,Bicol
"The 3-Bedroom Townhouse for Sale in Lancaster New City in Imus, Cavite","Alapan II-B, Imus",2666000,3,2,60.0,50.0,14.4007938,120.9077065,0,Calabarzon
Brand New Modern Industrial House and Lot For Sale in Kingsville Royale Antipolo,"Inarawan, Antipolo",15000000,4,3,258.0,180.0,14.6246563,121.1803519,3,Calabarzon
"L-R-1-1000- Acquired Property for Sale in Lot 9, Block 236, Vermillon Drive, Mabuhay City Subdivision, Phase 1-E, Brgy. Mamatid, Cabuyao City, Laguna","Mamatid, Cabuyao",1189675,0,0,72.25,81.0,14.2350374,121.1518885,0,Calabarzon
"House for Sale in Doña Pilar Sasa, Davao City","Dona Pilar Sasa, Davao City Sasa, Davao",16000000,5,4,167.0,152.0,7.1201013,125.6505837,0,Davao
"800sqm 5BR Airy & Bright Modern House For Sale in Ayala Alabang, Muntinlupa City","Ayala Alabang, Muntinlupa",213000000,5,5,800.0,660.0,14.4226096,121.0269407,1,National Capital Region
"Affordable and Good Quality House For Sale Here in Porac, Pampanga","Salu, Porac",869000,1,1,32.0,62.0,15.0188367,120.5412948,0,Central Luzon
"6-Bedroom House and Lot For Sale in Royale Cebu Subdivision, Consolacion","Poblacion Occidental, Consolacion",22000000,6,5,400.0,394.0,10.3741863,123.9529404,3,Central Visayas
A 3 Bedroom House and Lot Available in Silang Cavite Near Tagaytay.,"Kalubkob, Silang",5781000,3,3,108.0,117.0,14.208871,120.9528707,0,Calabarzon
House and Lot for sale at Sunrise Alexa Subdivision Hills (Louvelle Model),"Dely St Muntingdilaw, Antipolo",7257800,3,2,93.0,155.0,14.5984702,121.1282932,0,Calabarzon
For Sale Pre-selling Modern Design Two (2) Storey Single House and Lot Las Piñas,"Talon Dos, Las Pinas",15800000,4,3,175.0,115.25,14.4330886,120.9847045,3,Calabarzon
"Unfinished House and Lot for Sale in Concepcion Uno, Marikina","Concepcion Uno, Marikina",6500000,5,3,300.0,380.0,14.6510742,121.1038227,3,National Capital Region
"Brand New Single Detached House for Sale in BF Resort, Las Piñas","Talon Uno, Las Pinas",15000000,4,4,220.0,111.0,14.4478903,120.9853979,3,National Capital Region
